Team,League,Year,RA,W,OBP,SLG,BA,Playoffs,G,target
STL,NL,1990.0,698.0,70.0,0.32,0.358,0.256,0,162,599.0
TEX,AL,1990.0,696.0,83.0,0.331,0.376,0.259,0,162,676.0
TOR,AL,1990.0,661.0,86.0,0.3279999999999999,0.419,0.265,0,162,767.0
ATL,NL,1989.0,680.0,63.0,0.298,0.35,0.2339999999999999,0,161,584.0
BAL,AL,1989.0,686.0,87.0,0.326,0.379,0.252,0,162,708.0
BOS,AL,1989.0,735.0,83.0,0.351,0.4029999999999999,0.2769999999999999,0,162,774.0
CAL,AL,1989.0,578.0,91.0,0.311,0.386,0.256,0,162,669.0
CHC,NL,1989.0,623.0,93.0,0.319,0.387,0.261,1,162,702.0
CHW,AL,1989.0,750.0,69.0,0.3279999999999999,0.3829999999999999,0.271,0,161,693.0
CIN,NL,1989.0,691.0,75.0,0.309,0.37,0.247,0,162,632.0
CLE,AL,1989.0,654.0,73.0,0.31,0.365,0.245,0,162,604.0
DET,AL,1989.0,816.0,59.0,0.318,0.351,0.242,0,162,617.0
HOU,NL,1989.0,669.0,86.0,0.306,0.345,0.239,0,162,647.0
KCR,AL,1989.0,635.0,92.0,0.3289999999999999,0.373,0.261,0,162,690.0
LAD,NL,1989.0,536.0,77.0,0.306,0.3389999999999999,0.24,0,160,554.0
MIL,AL,1989.0,679.0,81.0,0.318,0.382,0.259,0,162,707.0
MIN,AL,1989.0,738.0,80.0,0.3339999999999999,0.402,0.276,0,162,740.0
MON,NL,1989.0,630.0,81.0,0.319,0.361,0.247,0,162,632.0
NYM,NL,1989.0,595.0,87.0,0.311,0.385,0.246,0,162,683.0
NYY,AL,1989.0,792.0,74.0,0.331,0.391,0.2689999999999999,0,161,698.0
OAK,AL,1989.0,576.0,99.0,0.331,0.381,0.261,1,162,712.0
PHI,NL,1989.0,735.0,67.0,0.314,0.364,0.243,0,163,629.0
PIT,NL,1989.0,680.0,74.0,0.311,0.359,0.241,0,164,637.0
SDP,NL,1989.0,626.0,89.0,0.319,0.369,0.251,0,162,642.0
SEA,AL,1989.0,728.0,73.0,0.32,0.384,0.257,0,162,694.0
SFG,NL,1989.0,600.0,92.0,0.316,0.39,0.25,1,162,699.0
STL,NL,1989.0,608.0,86.0,0.321,0.363,0.258,0,164,632.0
TEX,AL,1989.0,714.0,83.0,0.326,0.3939999999999999,0.263,0,162,695.0
TOR,AL,1989.0,651.0,89.0,0.3229999999999999,0.3979999999999999,0.26,1,162,731.0
ATL,NL,1988.0,741.0,54.0,0.298,0.348,0.242,0,160,555.0
BAL,AL,1988.0,789.0,54.0,0.305,0.359,0.238,0,161,550.0
BOS,AL,1988.0,689.0,89.0,0.357,0.42,0.283,1,162,813.0
CAL,AL,1988.0,771.0,75.0,0.321,0.385,0.261,0,162,714.0
CHC,NL,1988.0,694.0,77.0,0.31,0.3829999999999999,0.261,0,163,660.0
CHW,AL,1988.0,757.0,71.0,0.303,0.37,0.244,0,161,631.0
CIN,NL,1988.0,596.0,87.0,0.309,0.368,0.246,0,161,641.0
CLE,AL,1988.0,731.0,78.0,0.314,0.387,0.261,0,162,666.0
DET,AL,1988.0,658.0,88.0,0.324,0.3779999999999999,0.25,0,162,703.0
HOU,NL,1988.0,631.0,82.0,0.306,0.351,0.244,0,162,617.0
KCR,AL,1988.0,648.0,84.0,0.321,0.391,0.259,0,161,704.0
LAD,NL,1988.0,544.0,94.0,0.305,0.352,0.248,1,162,628.0
MIL,AL,1988.0,616.0,87.0,0.314,0.375,0.257,0,162,682.0
MIN,AL,1988.0,672.0,91.0,0.34,0.421,0.2739999999999999,0,162,759.0
MON,NL,1988.0,592.0,81.0,0.309,0.373,0.251,0,163,628.0
NYM,NL,1988.0,532.0,100.0,0.325,0.396,0.256,1,160,703.0
NYY,AL,1988.0,748.0,85.0,0.3329999999999999,0.395,0.263,0,161,772.0
OAK,AL,1988.0,620.0,104.0,0.336,0.3989999999999999,0.263,1,162,800.0
PHI,NL,1988.0,734.0,65.0,0.306,0.355,0.239,0,162,597.0
PIT,NL,1988.0,616.0,85.0,0.317,0.369,0.247,0,160,651.0
SDP,NL,1988.0,583.0,83.0,0.31,0.351,0.247,0,161,594.0
SEA,AL,1988.0,744.0,68.0,0.317,0.3979999999999999,0.257,0,161,664.0
SFG,NL,1988.0,626.0,83.0,0.318,0.368,0.248,0,162,670.0
STL,NL,1988.0,633.0,76.0,0.309,0.337,0.249,0,162,578.0
TEX,AL,1988.0,735.0,70.0,0.32,0.368,0.252,0,161,637.0
TOR,AL,1988.0,680.0,87.0,0.332,0.419,0.268,0,162,763.0
ATL,NL,1987.0,829.0,69.0,0.3389999999999999,0.4029999999999999,0.258,0,161,747.0
BAL,AL,1987.0,880.0,67.0,0.322,0.418,0.258,0,162,729.0
BOS,AL,1987.0,825.0,78.0,0.352,0.43,0.278,0,162,842.0
CAL,AL,1987.0,803.0,75.0,0.326,0.401,0.252,0,162,770.0
CHC,NL,1987.0,801.0,76.0,0.326,0.432,0.264,0,161,720.0
CHW,AL,1987.0,746.0,77.0,0.319,0.415,0.258,0,162,748.0
CIN,NL,1987.0,752.0,84.0,0.33,0.427,0.266,0,162,783.0
CLE,AL,1987.0,957.0,61.0,0.324,0.422,0.263,0,162,742.0
DET,AL,1987.0,735.0,98.0,0.349,0.451,0.272,1,162,896.0
HOU,NL,1987.0,678.0,76.0,0.318,0.373,0.253,0,162,648.0
KCR,AL,1987.0,691.0,83.0,0.3279999999999999,0.412,0.262,0,162,715.0
LAD,NL,1987.0,675.0,73.0,0.309,0.371,0.252,0,162,635.0
MIL,AL,1987.0,817.0,91.0,0.346,0.428,0.276,0,162,862.0
MIN,AL,1987.0,806.0,85.0,0.3279999999999999,0.43,0.261,1,162,786.0
MON,NL,1987.0,720.0,91.0,0.3279999999999999,0.401,0.265,0,162,741.0
NYM,NL,1987.0,698.0,92.0,0.3389999999999999,0.434,0.268,0,162,823.0
NYY,AL,1987.0,758.0,89.0,0.336,0.418,0.262,0,162,788.0
OAK,AL,1987.0,789.0,81.0,0.3329999999999999,0.428,0.26,0,162,806.0
PHI,NL,1987.0,749.0,80.0,0.327,0.41,0.254,0,162,702.0
PIT,NL,1987.0,744.0,80.0,0.33,0.4029999999999999,0.264,0,162,723.0
SDP,NL,1987.0,763.0,65.0,0.332,0.3779999999999999,0.26,0,162,668.0
SEA,AL,1987.0,801.0,78.0,0.335,0.428,0.272,0,162,760.0
SFG,NL,1987.0,669.0,90.0,0.324,0.43,0.26,1,162,783.0
STL,NL,1987.0,693.0,95.0,0.34,0.3779999999999999,0.263,1,162,798.0
TEX,AL,1987.0,849.0,75.0,0.3329999999999999,0.43,0.266,0,162,823.0
TOR,AL,1987.0,655.0,96.0,0.336,0.446,0.2689999999999999,0,162,845.0
ATL,NL,1986.0,719.0,72.0,0.319,0.381,0.25,0,161,615.0
BAL,AL,1986.0,760.0,73.0,0.327,0.395,0.258,0,162,708.0
BOS,AL,1986.0,696.0,95.0,0.346,0.415,0.271,1,161,794.0
CAL,AL,1986.0,684.0,92.0,0.3379999999999999,0.4039999999999999,0.255,1,162,786.0
CHC,NL,1986.0,781.0,70.0,0.318,0.3979999999999999,0.256,0,160,680.0
CHW,AL,1986.0,699.0,72.0,0.31,0.363,0.247,0,162,644.0
CIN,NL,1986.0,717.0,86.0,0.325,0.387,0.254,0,162,732.0
CLE,AL,1986.0,841.0,84.0,0.337,0.43,0.284,0,163,831.0
DET,AL,1986.0,714.0,87.0,0.3379999999999999,0.424,0.263,0,162,798.0
HOU,NL,1986.0,569.0,96.0,0.322,0.381,0.255,1,162,654.0
KCR,AL,1986.0,673.0,76.0,0.313,0.39,0.252,0,162,654.0
LAD,NL,1986.0,679.0,73.0,0.313,0.37,0.251,0,162,638.0
MIL,AL,1986.0,734.0,77.0,0.321,0.385,0.255,0,161,667.0
MIN,AL,1986.0,839.0,71.0,0.325,0.428,0.261,0,162,741.0
MON,NL,1986.0,688.0,78.0,0.322,0.379,0.254,0,161,637.0
NYM,NL,1986.0,578.0,108.0,0.3389999999999999,0.401,0.263,1,162,783.0
NYY,AL,1986.0,738.0,90.0,0.347,0.43,0.271,0,162,797.0
OAK,AL,1986.0,760.0,76.0,0.322,0.39,0.252,0,162,731.0
PHI,NL,1986.0,713.0,86.0,0.327,0.4,0.253,0,161,739.0
PIT,NL,1986.0,700.0,64.0,0.321,0.374,0.25,0,162,663.0
SDP,NL,1986.0,723.0,74.0,0.321,0.3879999999999999,0.261,0,162,656.0
SEA,AL,1986.0,835.0,67.0,0.326,0.3989999999999999,0.253,0,162,718.0
SFG,NL,1986.0,618.0,83.0,0.322,0.375,0.253,0,162,698.0
STL,NL,1986.0,611.0,79.0,0.309,0.327,0.236,0,161,601.0
TEX,AL,1986.0,743.0,87.0,0.331,0.428,0.267,0,162,771.0
TOR,AL,1986.0,733.0,86.0,0.3289999999999999,0.427,0.2689999999999999,0,163,809.0
ATL,NL,1985.0,781.0,66.0,0.315,0.363,0.246,0,162,632.0
BAL,AL,1985.0,764.0,83.0,0.336,0.43,0.263,0,161,818.0
BOS,AL,1985.0,720.0,81.0,0.347,0.429,0.282,0,163,800.0
CAL,AL,1985.0,703.0,90.0,0.3329999999999999,0.386,0.251,0,162,732.0
CHC,NL,1985.0,729.0,77.0,0.324,0.39,0.254,0,162,686.0
CHW,AL,1985.0,720.0,85.0,0.315,0.392,0.253,0,163,736.0
CIN,NL,1985.0,666.0,89.0,0.327,0.376,0.255,0,162,677.0
CLE,AL,1985.0,861.0,60.0,0.324,0.385,0.265,0,162,729.0
DET,AL,1985.0,688.0,84.0,0.318,0.424,0.253,0,161,729.0
HOU,NL,1985.0,691.0,83.0,0.319,0.3879999999999999,0.261,0,162,706.0
KCR,AL,1985.0,639.0,91.0,0.313,0.401,0.252,1,162,687.0
LAD,NL,1985.0,579.0,95.0,0.3279999999999999,0.382,0.261,1,162,682.0
MIL,AL,1985.0,802.0,71.0,0.319,0.379,0.263,0,161,690.0
MIN,AL,1985.0,782.0,77.0,0.326,0.407,0.264,0,162,705.0
MON,NL,1985.0,636.0,84.0,0.31,0.375,0.247,0,161,633.0
NYM,NL,1985.0,568.0,98.0,0.3229999999999999,0.385,0.257,0,162,695.0
NYY,AL,1985.0,660.0,97.0,0.344,0.425,0.267,0,161,839.0
OAK,AL,1985.0,787.0,77.0,0.325,0.401,0.264,0,162,757.0
PHI,NL,1985.0,673.0,75.0,0.312,0.3829999999999999,0.245,0,162,667.0
PIT,NL,1985.0,708.0,57.0,0.311,0.347,0.247,0,161,568.0
SDP,NL,1985.0,622.0,83.0,0.32,0.368,0.255,0,162,650.0
SEA,AL,1985.0,818.0,74.0,0.326,0.412,0.255,0,162,719.0
SFG,NL,1985.0,674.0,62.0,0.299,0.348,0.233,0,162,556.0
STL,NL,1985.0,572.0,101.0,0.335,0.379,0.264,1,162,747.0
TEX,AL,1985.0,785.0,62.0,0.322,0.381,0.253,0,161,617.0
TOR,AL,1985.0,588.0,99.0,0.331,0.425,0.2689999999999999,1,161,759.0
ATL,NL,1984.0,655.0,80.0,0.317,0.361,0.247,0,162,632.0
BAL,AL,1984.0,667.0,85.0,0.3279999999999999,0.391,0.252,0,162,681.0
BOS,AL,1984.0,764.0,86.0,0.341,0.441,0.283,0,162,810.0
CAL,AL,1984.0,697.0,81.0,0.319,0.381,0.249,0,162,696.0
CHC,NL,1984.0,658.0,96.0,0.331,0.397,0.26,1,161,762.0
CHW,AL,1984.0,736.0,74.0,0.314,0.395,0.247,0,162,679.0
CIN,NL,1984.0,747.0,70.0,0.313,0.356,0.244,0,162,627.0
CLE,AL,1984.0,766.0,75.0,0.335,0.384,0.265,0,163,761.0
DET,AL,1984.0,643.0,104.0,0.342,0.432,0.271,1,162,829.0
HOU,NL,1984.0,630.0,80.0,0.3229999999999999,0.371,0.264,0,162,693.0
KCR,AL,1984.0,686.0,84.0,0.317,0.3989999999999999,0.268,1,162,673.0
LAD,NL,1984.0,600.0,79.0,0.306,0.348,0.244,0,162,580.0
MIL,AL,1984.0,734.0,67.0,0.317,0.37,0.262,0,161,641.0
MIN,AL,1984.0,675.0,81.0,0.318,0.385,0.265,0,162,673.0
MON,NL,1984.0,585.0,78.0,0.312,0.362,0.251,0,161,593.0
NYM,NL,1984.0,676.0,90.0,0.32,0.369,0.257,0,162,652.0
NYY,AL,1984.0,679.0,87.0,0.3389999999999999,0.4039999999999999,0.276,0,162,758.0
OAK,AL,1984.0,796.0,77.0,0.327,0.4039999999999999,0.259,0,162,738.0
PHI,NL,1984.0,690.0,81.0,0.3329999999999999,0.407,0.266,0,162,720.0
PIT,NL,1984.0,567.0,75.0,0.31,0.363,0.255,0,162,615.0
SDP,NL,1984.0,634.0,92.0,0.317,0.371,0.259,1,162,686.0
SEA,AL,1984.0,774.0,74.0,0.324,0.384,0.258,0,162,682.0
SFG,NL,1984.0,807.0,66.0,0.3279999999999999,0.375,0.265,0,162,682.0
STL,NL,1984.0,645.0,84.0,0.317,0.351,0.252,0,162,652.0
TEX,AL,1984.0,714.0,69.0,0.313,0.377,0.261,0,161,656.0
TOR,AL,1984.0,696.0,89.0,0.331,0.421,0.273,0,163,750.0
ATL,NL,1983.0,640.0,88.0,0.341,0.4,0.272,0,162,746.0
BAL,AL,1983.0,652.0,98.0,0.34,0.421,0.2689999999999999,1,162,799.0
BOS,AL,1983.0,775.0,78.0,0.335,0.409,0.27,0,162,724.0
CAL,AL,1983.0,779.0,70.0,0.322,0.3929999999999999,0.26,0,162,722.0
CHC,NL,1983.0,719.0,71.0,0.319,0.401,0.261,0,162,701.0
CHW,AL,1983.0,650.0,99.0,0.3289999999999999,0.413,0.262,1,162,800.0
CIN,NL,1983.0,710.0,74.0,0.314,0.356,0.239,0,162,623.0
CLE,AL,1983.0,785.0,70.0,0.3379999999999999,0.369,0.265,0,162,704.0
DET,AL,1983.0,679.0,92.0,0.335,0.427,0.2739999999999999,0,162,789.0
HOU,NL,1983.0,646.0,85.0,0.32,0.375,0.257,0,162,643.0
KCR,AL,1983.0,767.0,79.0,0.32,0.397,0.271,0,163,696.0
LAD,NL,1983.0,609.0,91.0,0.318,0.379,0.25,1,163,654.0
MIL,AL,1983.0,708.0,87.0,0.3329999999999999,0.418,0.2769999999999999,0,162,764.0
MIN,AL,1983.0,822.0,70.0,0.319,0.401,0.261,0,162,709.0
MON,NL,1983.0,646.0,82.0,0.326,0.386,0.264,0,163,677.0
NYM,NL,1983.0,680.0,68.0,0.3,0.344,0.241,0,162,575.0
NYY,AL,1983.0,703.0,91.0,0.337,0.416,0.273,0,162,770.0
OAK,AL,1983.0,782.0,74.0,0.326,0.381,0.262,0,162,708.0
PHI,NL,1983.0,635.0,90.0,0.3289999999999999,0.373,0.249,1,163,696.0
PIT,NL,1983.0,648.0,84.0,0.325,0.3829999999999999,0.264,0,162,659.0
SDP,NL,1983.0,653.0,81.0,0.311,0.351,0.25,0,163,653.0
SEA,AL,1983.0,740.0,60.0,0.301,0.36,0.24,0,162,558.0
SFG,NL,1983.0,697.0,79.0,0.325,0.375,0.247,0,162,687.0
STL,NL,1983.0,710.0,79.0,0.335,0.384,0.27,0,162,679.0
TEX,AL,1983.0,609.0,77.0,0.31,0.366,0.255,0,163,639.0
TOR,AL,1983.0,726.0,89.0,0.3379999999999999,0.436,0.2769999999999999,0,162,795.0
ATL,NL,1982.0,702.0,89.0,0.325,0.3829999999999999,0.256,1,162,739.0
BAL,AL,1982.0,687.0,94.0,0.341,0.419,0.266,0,163,774.0
BOS,AL,1982.0,713.0,89.0,0.34,0.407,0.2739999999999999,0,162,753.0
CAL,AL,1982.0,670.0,93.0,0.347,0.433,0.2739999999999999,1,162,814.0
CHC,NL,1982.0,709.0,73.0,0.317,0.375,0.26,0,162,676.0
CHW,AL,1982.0,710.0,87.0,0.337,0.413,0.273,0,162,786.0
CIN,NL,1982.0,661.0,61.0,0.31,0.35,0.251,0,162,545.0
CLE,AL,1982.0,748.0,78.0,0.341,0.373,0.262,0,162,683.0
DET,AL,1982.0,685.0,83.0,0.324,0.418,0.266,0,162,729.0
HOU,NL,1982.0,620.0,77.0,0.302,0.349,0.247,0,162,569.0
KCR,AL,1982.0,717.0,90.0,0.337,0.428,0.285,0,162,784.0
LAD,NL,1982.0,612.0,88.0,0.327,0.3879999999999999,0.264,0,162,691.0
MIL,AL,1982.0,717.0,95.0,0.335,0.455,0.2789999999999999,1,163,891.0
MIN,AL,1982.0,819.0,60.0,0.316,0.396,0.257,0,162,657.0
MON,NL,1982.0,616.0,86.0,0.325,0.396,0.262,0,162,697.0
NYM,NL,1982.0,723.0,65.0,0.305,0.35,0.247,0,162,609.0
NYY,AL,1982.0,716.0,79.0,0.3279999999999999,0.3979999999999999,0.256,0,162,709.0
OAK,AL,1982.0,819.0,68.0,0.309,0.367,0.236,0,162,691.0
PHI,NL,1982.0,654.0,89.0,0.3229999999999999,0.376,0.26,0,162,664.0
PIT,NL,1982.0,696.0,84.0,0.327,0.408,0.273,0,162,724.0
SDP,NL,1982.0,658.0,81.0,0.311,0.359,0.257,0,162,675.0
SEA,AL,1982.0,712.0,76.0,0.311,0.381,0.254,0,162,651.0
SFG,NL,1982.0,687.0,87.0,0.327,0.376,0.253,0,162,673.0
STL,NL,1982.0,609.0,92.0,0.3339999999999999,0.364,0.264,1,162,685.0
TEX,AL,1982.0,749.0,64.0,0.308,0.359,0.249,0,162,590.0
TOR,AL,1982.0,701.0,78.0,0.314,0.3829999999999999,0.262,0,162,651.0
ATL,NL,1980.0,660.0,81.0,0.307,0.38,0.25,0,161,630.0
BAL,AL,1980.0,640.0,100.0,0.342,0.413,0.273,0,162,805.0
BOS,AL,1980.0,767.0,83.0,0.34,0.436,0.283,0,160,757.0
CAL,AL,1980.0,797.0,65.0,0.332,0.3779999999999999,0.265,0,160,698.0
CHC,NL,1980.0,728.0,64.0,0.309,0.365,0.251,0,162,614.0
CHW,AL,1980.0,722.0,70.0,0.311,0.37,0.259,0,162,587.0
CIN,NL,1980.0,670.0,89.0,0.327,0.386,0.262,0,163,707.0
CLE,AL,1980.0,807.0,79.0,0.35,0.381,0.2769999999999999,0,160,738.0
DET,AL,1980.0,757.0,84.0,0.348,0.409,0.273,0,163,830.0
HOU,NL,1980.0,589.0,93.0,0.326,0.367,0.261,1,163,637.0
KCR,AL,1980.0,694.0,97.0,0.345,0.413,0.286,1,162,809.0
LAD,NL,1980.0,591.0,92.0,0.3229999999999999,0.3879999999999999,0.263,0,163,663.0
MIL,AL,1980.0,682.0,86.0,0.3289999999999999,0.4479999999999999,0.275,0,162,811.0
MIN,AL,1980.0,724.0,77.0,0.319,0.381,0.265,0,161,670.0
MON,NL,1980.0,629.0,90.0,0.324,0.3879999999999999,0.257,0,162,694.0
NYM,NL,1980.0,702.0,67.0,0.319,0.345,0.257,0,162,611.0
NYY,AL,1980.0,662.0,103.0,0.3429999999999999,0.425,0.267,1,162,820.0
OAK,AL,1980.0,642.0,83.0,0.322,0.385,0.259,0,162,686.0
PHI,NL,1980.0,639.0,91.0,0.327,0.4,0.27,1,162,728.0
PIT,NL,1980.0,646.0,83.0,0.322,0.3879999999999999,0.266,0,162,666.0
SDP,NL,1980.0,654.0,73.0,0.324,0.342,0.255,0,163,591.0
SEA,AL,1980.0,793.0,59.0,0.308,0.356,0.248,0,163,610.0
SFG,NL,1980.0,634.0,75.0,0.308,0.342,0.244,0,161,573.0
STL,NL,1980.0,710.0,74.0,0.3279999999999999,0.4,0.275,0,162,738.0
TEX,AL,1980.0,752.0,76.0,0.3389999999999999,0.405,0.284,0,163,756.0
TOR,AL,1980.0,762.0,67.0,0.309,0.3829999999999999,0.251,0,162,624.0
ATL,NL,1979.0,763.0,66.0,0.318,0.377,0.256,0,160,669.0
BAL,AL,1979.0,582.0,102.0,0.336,0.419,0.261,1,159,757.0
BOS,AL,1979.0,711.0,91.0,0.344,0.456,0.283,0,160,841.0
CAL,AL,1979.0,768.0,88.0,0.351,0.429,0.282,1,162,866.0
CHC,NL,1979.0,707.0,80.0,0.3289999999999999,0.4029999999999999,0.2689999999999999,0,162,706.0
CHW,AL,1979.0,748.0,73.0,0.3329999999999999,0.41,0.275,0,160,730.0
CIN,NL,1979.0,644.0,90.0,0.3379999999999999,0.396,0.264,1,161,731.0
CLE,AL,1979.0,805.0,81.0,0.34,0.384,0.258,0,161,760.0
DET,AL,1979.0,738.0,84.0,0.3389999999999999,0.415,0.2689999999999999,0,161,770.0
HOU,NL,1979.0,582.0,89.0,0.315,0.344,0.256,0,162,583.0
KCR,AL,1979.0,816.0,85.0,0.3429999999999999,0.422,0.282,0,162,851.0
LAD,NL,1979.0,717.0,79.0,0.331,0.412,0.263,0,162,739.0
MIL,AL,1979.0,722.0,95.0,0.345,0.4479999999999999,0.28,0,161,807.0
MIN,AL,1979.0,725.0,82.0,0.341,0.402,0.278,0,162,764.0
MON,NL,1979.0,581.0,95.0,0.319,0.408,0.264,0,160,701.0
NYM,NL,1979.0,706.0,63.0,0.313,0.35,0.25,0,163,593.0
NYY,AL,1979.0,672.0,89.0,0.3279999999999999,0.406,0.266,0,160,734.0
OAK,AL,1979.0,860.0,54.0,0.302,0.346,0.239,0,162,573.0
PHI,NL,1979.0,718.0,84.0,0.34,0.396,0.266,0,163,683.0
PIT,NL,1979.0,643.0,98.0,0.33,0.416,0.272,1,163,775.0
SDP,NL,1979.0,681.0,68.0,0.311,0.348,0.242,0,161,603.0
SEA,AL,1979.0,820.0,67.0,0.331,0.4039999999999999,0.2689999999999999,0,162,711.0
SFG,NL,1979.0,751.0,71.0,0.319,0.365,0.246,0,162,672.0
STL,NL,1979.0,693.0,86.0,0.331,0.401,0.278,0,163,731.0
TEX,AL,1979.0,698.0,83.0,0.3339999999999999,0.409,0.278,0,162,750.0
TOR,AL,1979.0,862.0,53.0,0.311,0.363,0.251,0,162,613.0
ATL,NL,1978.0,750.0,69.0,0.315,0.363,0.244,0,162,600.0
BAL,AL,1978.0,633.0,90.0,0.326,0.396,0.258,0,161,659.0
BOS,AL,1978.0,657.0,99.0,0.336,0.424,0.267,0,163,796.0
CAL,AL,1978.0,666.0,87.0,0.33,0.37,0.259,0,162,691.0
CHC,NL,1978.0,724.0,79.0,0.331,0.361,0.264,0,162,664.0
CHW,AL,1978.0,731.0,71.0,0.317,0.379,0.264,0,161,634.0
CIN,NL,1978.0,688.0,92.0,0.3339999999999999,0.3929999999999999,0.256,0,161,710.0
CLE,AL,1978.0,694.0,69.0,0.3229999999999999,0.379,0.261,0,159,639.0
DET,AL,1978.0,653.0,86.0,0.3389999999999999,0.392,0.271,0,162,714.0
HOU,NL,1978.0,634.0,74.0,0.313,0.355,0.258,0,162,605.0
KCR,AL,1978.0,634.0,92.0,0.3289999999999999,0.3989999999999999,0.268,1,162,743.0
LAD,NL,1978.0,573.0,95.0,0.3379999999999999,0.402,0.264,1,162,727.0
MIL,AL,1978.0,650.0,93.0,0.3389999999999999,0.432,0.276,0,162,804.0
MIN,AL,1978.0,678.0,73.0,0.3389999999999999,0.375,0.267,0,162,666.0
MON,NL,1978.0,611.0,76.0,0.306,0.379,0.254,0,162,633.0
NYM,NL,1978.0,690.0,66.0,0.314,0.352,0.245,0,162,607.0
NYY,AL,1978.0,582.0,100.0,0.3289999999999999,0.3879999999999999,0.267,1,163,735.0
OAK,AL,1978.0,690.0,69.0,0.303,0.351,0.245,0,162,532.0
PHI,NL,1978.0,586.0,90.0,0.3279999999999999,0.3879999999999999,0.258,1,162,708.0
PIT,NL,1978.0,637.0,88.0,0.32,0.385,0.257,0,161,684.0
SDP,NL,1978.0,598.0,84.0,0.321,0.348,0.252,0,162,591.0
SEA,AL,1978.0,834.0,56.0,0.314,0.359,0.248,0,160,614.0
SFG,NL,1978.0,594.0,89.0,0.318,0.374,0.248,0,162,613.0
STL,NL,1978.0,657.0,69.0,0.303,0.358,0.249,0,162,600.0
TEX,AL,1978.0,632.0,87.0,0.332,0.381,0.253,0,162,692.0
TOR,AL,1978.0,775.0,59.0,0.308,0.359,0.25,0,161,590.0
ATL,NL,1977.0,895.0,61.0,0.32,0.376,0.254,0,162,678.0
BAL,AL,1977.0,653.0,97.0,0.3289999999999999,0.3929999999999999,0.261,0,161,719.0
BOS,AL,1977.0,712.0,97.0,0.345,0.465,0.281,0,161,859.0
CAL,AL,1977.0,695.0,74.0,0.324,0.386,0.255,0,162,675.0
CHC,NL,1977.0,739.0,81.0,0.33,0.387,0.266,0,162,692.0
CHW,AL,1977.0,771.0,90.0,0.344,0.444,0.278,0,162,844.0
CIN,NL,1977.0,725.0,88.0,0.345,0.436,0.2739999999999999,0,162,802.0
CLE,AL,1977.0,739.0,71.0,0.3339999999999999,0.38,0.2689999999999999,0,161,676.0
DET,AL,1977.0,751.0,74.0,0.318,0.41,0.264,0,162,714.0
HOU,NL,1977.0,650.0,81.0,0.32,0.385,0.254,0,162,680.0
KCR,AL,1977.0,651.0,102.0,0.34,0.436,0.2769999999999999,1,162,822.0
LAD,NL,1977.0,582.0,98.0,0.336,0.418,0.266,1,162,769.0
MIL,AL,1977.0,765.0,67.0,0.314,0.389,0.258,0,162,639.0
MIN,AL,1977.0,776.0,84.0,0.348,0.417,0.282,0,161,867.0
MON,NL,1977.0,736.0,75.0,0.318,0.402,0.26,0,162,665.0
NYM,NL,1977.0,663.0,64.0,0.313,0.346,0.244,0,162,587.0
NYY,AL,1977.0,651.0,100.0,0.344,0.444,0.281,1,162,831.0
OAK,AL,1977.0,749.0,63.0,0.308,0.352,0.24,0,161,605.0
PHI,NL,1977.0,668.0,101.0,0.346,0.4479999999999999,0.2789999999999999,1,162,847.0
